Date,eth_z
2025-05-14,-1.0937290946048288
2025-05-15,-1.1473454121633024
2025-05-16,-1.144735977213021
2025-05-17,-1.1849217087611075
2025-05-18,-1.2253452929069408
2025-05-19,-1.175204990281461
2025-05-20,-1.1970971744527976
2025-05-21,-1.2241533900996135
2025-05-22,-1.1652822526882862
2025-05-23,-1.187892958583014
2025-05-24,-1.1886469752819566
2025-05-25,-1.1896710586239712
2025-05-26,-1.1820066473356834
2025-05-27,-1.085249162470405
2025-05-28,-1.0394963776175241
2025-05-29,-1.0311700235200643
2025-05-30,-1.081114681246432
2025-05-31,-1.090899730885999
2025-06-01,-1.1015687805484584
2025-06-02,-1.0394838027215092
2025-06-03,-1.037206094704292
2025-06-04,-1.0032345473070583
2025-06-05,-1.1036997493356255
2025-06-06,-1.1041074995117017
2025-06-07,-1.0808511967444796
2025-06-08,-1.0936263388200538
2025-06-09,-1.0336527092719543
2025-06-10,-0.9141634247559611
2025-06-11,-0.9093908456950971
2025-06-12,-0.9510848847461448
2025-06-13,-1.0152454053932158
2025-06-14,-1.0386671524013549
2025-06-15,-1.0236278296509407
2025-06-16,-1.0520536597022863
2025-06-17,-1.0265299151209257
2025-06-18,-1.0157295123698853
2025-06-19,-1.0096030146886876
2025-06-20,-1.082386595072922
2025-06-21,-1.1573645251475146
2025-06-22,-1.1956405997169797
2025-06-23,-1.1045389394038865
2025-06-24,-1.0863164256821056
2025-06-25,-1.1374227377329789
2025-06-26,-1.1282121273392984
2025-06-27,-1.1202850464408707
2025-06-28,-1.1096020889426912
2025-06-29,-1.068703254968107
2025-06-30,-1.051417163520683
2025-07-01,-1.094087891028668
2025-07-02,-1.0016859272532246
2025-07-03,-0.9973768994426732
2025-07-04,-1.0367673495490293
2025-07-05,-1.0287542785959454
2025-07-06,-0.9951954225330958
2025-07-07,-0.9975158959305619
2025-07-08,-0.9378948866496991
2025-07-09,-0.8395042802712025
2025-07-10,-0.7726669229219152
2025-07-11,-0.8026293767557948
2025-07-12,-0.8114973967322636
2025-07-13,-0.8190709109479345
2025-07-14,-0.7957238697657548
2025-07-15,-0.6227426144834871
2025-07-16,-0.42314897129928497
2025-07-17,-0.3331646275495883
2025-07-18,-0.22150991392039385
2025-07-19,-0.16885439034658564
2025-07-20,0.019385095078251313
2025-07-21,0.025388424250664652
2025-07-22,-0.06306587027674337
2025-07-23,-0.13760556280844038
2025-07-24,-0.040344739600117134
2025-07-25,0.008409233448518273
2025-07-26,0.018374235526431904
2025-07-27,0.11213531706713507
2025-07-28,0.0779956671130256
2025-07-29,0.0909235633026738
2025-07-30,0.11619446952971065
2025-07-31,0.0749039300294586
2025-08-01,-0.06423278421345466
2025-08-02,-0.13896533819072793
2025-08-03,-0.073438763994249
2025-08-04,0.15034259019845975
2025-08-05,0.06817993836009584
2025-08-06,0.12239768221567014
2025-08-07,0.2941061604053063
2025-08-08,0.43577094251227144
2025-08-09,0.7322516646241449
2025-08-10,0.6132221437307553
2025-08-11,0.6105581011230371
2025-08-12,0.9608384552085375
2025-08-13,1.0137114079680118
2025-08-14,1.0020499753298169
2025-08-15,0.9267381433106435
2025-08-16,0.9121688734944167
2025-08-17,0.9727425797702228
2025-08-18,0.8453857139564002
2025-08-19,0.7167590194774084
2025-08-20,0.9699808386140205
2025-08-21,0.9248909782469766
2025-08-22,1.4425862656799238
2025-08-23,1.4527100728694045
2025-08-24,1.5540514335753834
2025-08-25,1.2260605058648801
2025-08-26,1.4251723348354512
2025-08-27,1.335759951946608
2025-08-28,1.278024895318406
2025-08-29,1.3041417035075573
2025-08-30,1.3044325431154267
2025-08-31,1.3563018277239396
2025-09-01,1.21172504067278
2025-09-02,1.1334649461577748
2025-09-03,1.2658541021114098
2025-09-04,1.1289658752241156
2025-09-05,1.1460444109956966
2025-09-06,1.1279313322563302
2025-09-07,1.1242416261275332
2025-09-08,1.0872335734414051
2025-09-09,1.1171163203526202
2025-09-10,1.0541960315548642
2025-09-11,1.1204583562744599
2025-09-12,1.400151015793369
2025-09-13,1.350599721129969
2025-09-14,1.3062642944931724
2025-09-15,1.2036769695460876
2025-09-16,1.1105435142865783
2025-09-17,1.2350543245716665
2025-09-18,1.1993493017751258
2025-09-19,1.1241920475410954
2025-09-20,1.138110175087942
2025-09-21,1.1225519173737393
2025-09-22,0.9381696013261815
2025-09-23,0.9294453325097508
2025-09-24,0.8570729678446612
2025-09-25,0.6940055972658887
2025-09-26,0.8832404686815869
2025-09-27,0.8657802833402187
2025-09-28,0.9112251031625457
2025-09-29,0.9038416343516136
2025-09-30,0.8339375359492137
2025-10-01,0.8829114404508531
2025-10-02,0.9584640319301889
2025-10-03,0.9222082793088662
2025-10-04,0.8868692310547006
2025-10-05,0.8727084691964723
2025-10-06,1.020473800747215
2025-10-07,0.8886140573004295
2025-10-08,0.8984914966087345
2025-10-09,0.7845097195671664
2025-10-10,0.5050850598006488
2025-10-11,0.49401446789191034
2025-10-12,0.831759550996986
2025-10-13,0.9312915273402668
2025-10-14,0.8814844159095662
2025-10-15,0.8141732787032777
2025-10-16,0.8171272856447246
2025-10-17,0.8185980649972666
2025-10-18,0.8633053996995997
2025-10-19,0.920190670913044
2025-10-20,0.8246027834839061
2025-10-21,0.7896150089365469
2025-10-22,0.7368573351366249
2025-10-23,0.6901070231703746
2025-10-24,0.7506692342120402
2025-10-25,0.7479384868162232
2025-10-26,0.8827684540824629
2025-10-27,0.8509669327458094
2025-10-28,0.7266824420794304
2025-10-29,0.7585455455492732
2025-10-30,0.709246570610442
2025-10-31,0.7080408350474109
2025-11-01,0.721098220269118
2025-11-02,0.7436817701869345
2025-11-03,0.5170255804181332
2025-11-04,0.3114521779573665
2025-11-05,0.3950631641019207
2025-11-06,0.3564914597876565
2025-11-07,0.43850338422038193
2025-11-08,0.44345512678234666
2025-11-09,0.5915744353786268
2025-11-10,0.5138354116582605
2025-11-11,0.4407686371461223
2025-11-12,0.504602047528879
2025-11-13,0.33405512385778147
2025-11-14,0.4032804675547398
2025-11-15,0.44299873101356035
2025-11-16,0.3987532853021361
2025-11-17,0.3996127203311785
2025-11-18,0.5143149460660069
2025-11-19,0.4323489374292647
2025-11-20,0.37761013098631224
2025-11-21,0.35065724242517565
2025-11-22,0.38004207981604726
2025-11-23,0.3180902417674349
2025-11-24,0.49534294329082124
2025-11-25,0.5595090829306694
2025-11-26,0.4982981231171707
2025-11-27,0.4368824220278396
2025-11-28,0.48879761086588747
2025-11-29,0.42708948698259586
2025-11-30,0.4561003417524879
2025-12-01,0.3588098606914973
2025-12-02,0.4193047325430863
2025-12-03,0.6204479761859283
2025-12-04,0.6072328144309967
2025-12-05,0.583284633099456
2025-12-06,0.6212653820008693
2025-12-07,0.5958232311778635
2025-12-08,0.6946155671064391
2025-12-09,0.9049516933571515
2025-12-10,0.9536883873727443
2025-12-11,0.7786863881024663
2025-12-12,0.6543004566778896
2025-12-13,0.7114519884447298
2025-12-14,0.7443173064875961
2025-12-15,0.6829861041872403
2025-12-16,0.5988850299127891
2025-12-17,0.4644774522959181
2025-12-18,0.4992980164651511
2025-12-19,0.6128494026714528
2025-12-20,0.5988868543056514
2025-12-21,0.6250718179300406
2025-12-22,0.6411574353583454
2025-12-23,0.6315544010583163
2025-12-24,0.5888349752674045
2025-12-25,0.5372436717337586
2025-12-26,0.5738327629228108
2025-12-27,0.5846990611869087
2025-12-28,0.5850209318153122
2025-12-29,0.6033003600565905
2025-12-30,0.5931792955390524
2025-12-31,0.6421157262882103
2026-01-01,0.6288031093070394
2026-01-02,0.7748533499361512
2026-01-03,0.7392930602261054
2026-01-04,0.7186686936107114
2026-01-05,0.7215398578787112
2026-01-06,0.8489434545168074
2026-01-07,0.7729305092243876
2026-01-08,0.6819203533688573
2026-01-09,0.6757554452896102
2026-01-10,0.6824149221424827
2026-01-11,0.7200487006524194
2026-01-12,0.6525779986485598
2026-01-13,0.800543468111949
2026-01-14,0.7615514440562595
2026-01-15,0.7779689403028308
2026-01-16,0.7428196900581169
2026-01-17,0.7884368809156279
2026-01-18,0.8255915873037887
2026-01-19,0.7273236284020583
2026-01-20,0.5392048279881181
2026-01-21,0.5520312966702255
2026-01-22,0.49453864393537866
2026-01-23,0.4980339280308226
2026-01-24,0.512207122159662
2026-01-25,0.42287526108164764
2026-01-26,0.5209759976555389
2026-01-27,0.639783366465932
2026-01-28,0.6055787922444242
2026-01-29,0.5433973335208572
2026-01-30,0.35319715075714514
2026-01-31,0.1928969852323596
2026-02-01,-0.06380542813292057
2026-02-02,-0.012242606101804686
2026-02-03,-0.06629587908593307
2026-02-04,-0.08215141545098058
2026-02-05,-0.1297868746880655
2026-02-06,-0.1002051784567519
2026-02-07,0.04480833226223654
2026-02-08,-0.02669165642304834
2026-02-09,0.014974881826761443
2026-02-10,-0.0872694954034353
2026-02-11,-0.14915783083098721
2026-02-12,-0.0816725632530401
2026-02-13,-0.027439411410979397
2026-02-14,-0.004747242079183841
2026-02-15,-0.21299868438867856
2026-02-16,-0.1441977253117967
2026-02-17,-0.06649537367739189
2026-02-18,-0.08297729713742383
2026-02-19,-0.13388779883978275
2026-02-20,-0.15679758185753495
2026-02-21,-0.1463577768522443
2026-02-22,-0.16033963816459
2026-02-23,-0.19489391756871688
2026-02-24,-0.1638305811318128
2026-02-25,0.04295161350683191
2026-02-26,0.012608543529726948
2026-02-27,-0.1052215588447403
2026-02-28,-0.1026128056719865
2026-03-01,-0.07807045562947411
2026-03-02,-0.08250768870598936
2026-03-03,-0.15452147823391088
2026-03-05,-0.1231340390583584
